task,arm,repeat,stage,submission,event,best_correct_ms,best_program,paired_reference_target_ms,reached_reference,stage_agent_seconds,stage_benchmark_seconds,stage_input_tokens,stage_cached_input_tokens,stage_output_tokens,stage_calls_without_reported_usage,workflow_agent_seconds,workflow_benchmark_seconds,workflow_input_tokens,workflow_cached_input_tokens,workflow_output_tokens,workflow_calls_without_reported_usage
softplus_linear,triton,0,optimization,1,submission,0.007840000092983246,report/agent-tritonbench/expanded/programs/softplus_linear/triton/repeat-0/generation-1/candidate.py,0.017744000535458326,True,141.0457103389781,4.388374324189499,189425,164352,6651,0,282.09348827111535,8.577844848157838,352750,290048,12909,0
softplus_linear,triton,0,optimization,2,submission,0.007840000092983246,report/agent-tritonbench/expanded/programs/softplus_linear/triton/repeat-0/generation-1/candidate.py,0.017744000535458326,True,344.09766631480306,7.365508194081485,459968,386816,16454,0,485.1454442469403,11.554978718049824,623293,512512,22712,0
softplus_linear,triton,0,optimization,3,submission,0.007840000092983246,report/agent-tritonbench/expanded/programs/softplus_linear/triton/repeat-0/generation-1/candidate.py,0.017744000535458326,True,612.2443035237957,15.46903432905674,813727,683520,30193,0,753.2920814559329,19.65850485302508,977052,809216,36451,0
softplus_linear,triton,0,optimization,4,submission,0.007840000092983246,report/agent-tritonbench/expanded/programs/softplus_linear/triton/repeat-0/generation-1/candidate.py,0.017744000535458326,True,862.3299816199578,23.789376745931804,1041825,878592,42797,0,1003.3777595520951,27.978847269900143,1205150,1004288,49055,0
softplus_linear,triton,0,optimization,5,submission,0.007840000092983246,report/agent-tritonbench/expanded/programs/softplus_linear/triton/repeat-0/generation-1/candidate.py,0.017744000535458326,True,1123.4053768850863,26.767340786056593,1295005,1099008,55474,0,1264.4531548172235,30.956811310024932,1458330,1224704,61732,0
softplus_linear,intent,0,generation,1,submission,0.05302399955689907,report/agent-tritonbench/refined/programs/softplus_linear/intent/repeat-0/generation-1/candidate.py,0.017744000535458326,False,266.09893906489015,8.919397314079106,346389,272640,12113,0,266.09893906489015,8.919397314079106,346389,272640,12113,0
softplus_linear,intent,0,optimization,0,seed,0.05302399955689907,report/agent-tritonbench/refined/programs/softplus_linear/intent/repeat-0/generation-1/candidate.py,0.017744000535458326,False,0,0,0,0,0,0,266.09893906489015,8.919397314079106,346389,272640,12113,0
softplus_linear,intent,0,optimization,1,submission,0.05302399955689907,report/agent-tritonbench/refined/programs/softplus_linear/intent/repeat-0/generation-1/candidate.py,0.017744000535458326,False,395.1029748788569,2.5224196589551866,404144,350976,20109,0,661.2019139437471,11.441816973034292,750533,623616,32222,0
softplus_linear,intent,0,optimization,2,submission,0.025679999962449074,report/agent-tritonbench/refined/programs/softplus_linear/intent/repeat-0/optimization-2/candidate.py,0.017744000535458326,False,718.2114483767655,22.65055247093551,1041640,929536,35895,0,984.3103874416556,31.569949785014614,1388029,1202176,48008,0
softplus_linear,intent,0,optimization,3,submission,0.018207999877631664,report/agent-tritonbench/refined/programs/softplus_linear/intent/repeat-0/optimization-3/candidate.py,0.017744000535458326,False,983.34087875369,40.27368264691904,1553371,1380864,49474,0,1249.4398178185802,49.19307996099815,1899760,1653504,61587,0
softplus_linear,intent,0,optimization,4,submission,0.016176000237464905,report/agent-tritonbench/refined/programs/softplus_linear/intent/repeat-0/optimization-4/candidate.py,0.017744000535458326,True,1243.5808130537625,54.683955343905836,1919344,1689600,62459,0,1509.6797521186527,63.60335265798494,2265733,1962240,74572,0
softplus_linear,intent,0,optimization,5,submission,0.016176000237464905,report/agent-tritonbench/refined/programs/softplus_linear/intent/repeat-0/optimization-4/candidate.py,0.017744000535458326,True,1491.8025058116764,68.3471476000268,2472234,2162944,74592,0,1757.9014448765665,77.2665449141059,2818623,2435584,86705,0
permute_copy,triton,0,generation,1,submission,0.005927999969571829,report/agent-tritonbench/expanded/programs/permute_copy/triton/repeat-0/generation-1/candidate.py,0.005904000019654632,False,381.12844908889383,266.0749864769168,329144,285440,18918,0,381.12844908889383,266.0749864769168,329144,285440,18918,0
permute_copy,intent,0,generation,1,submission,,,0.005904000019654632,False,98.0307950519491,1.821727499132976,248962,211200,4136,0,98.0307950519491,1.821727499132976,248962,211200,4136,0
permute_copy,intent,0,generation,2,submission,,,0.005904000019654632,False,185.0595332889352,12.021863517118618,470587,388864,7721,0,185.0595332889352,12.021863517118618,470587,388864,7721,0
permute_copy,intent,0,generation,3,submission,,,0.005904000019654632,False,286.09030976495706,13.641271475236863,807314,679680,11744,0,286.09030976495706,13.641271475236863,807314,679680,11744,0
permute_copy,intent,0,generation,4,submission,0.016143999993801117,report/agent-tritonbench/refined/programs/permute_copy/intent/repeat-0/generation-4/candidate.py,0.005904000019654632,False,394.1252129790373,18.92956698825583,1088553,912384,16317,0,394.1252129790373,18.92956698825583,1088553,912384,16317,0
ifftshift,triton,0,generation,1,submission,0.006152000045403838,report/agent-tritonbench/expanded/programs/ifftshift/triton/repeat-0/generation-1/candidate.py,0.009192000143229961,True,68.02483204985037,3.6309215021319687,93092,77824,2585,0,68.02483204985037,3.6309215021319687,93092,77824,2585,0
ifftshift,intent,0,generation,1,submission,,,0.009192000143229961,False,93.03289070096798,1.7698253991547972,200109,177408,3712,0,93.03289070096798,1.7698253991547972,200109,177408,3712,0
ifftshift,intent,0,generation,2,submission,0.006440000142902136,report/agent-tritonbench/refined/programs/ifftshift/intent/repeat-0/generation-2/candidate.py,0.009192000143229961,True,156.0613834618125,6.498570960946381,386907,337664,5950,0,156.0613834618125,6.498570960946381,386907,337664,5950,0
grid_sample,triton,0,generation,1,submission,0.028320000506937504,report/agent-tritonbench/expanded/programs/grid_sample/triton/repeat-0/generation-1/candidate.py,0.0287279998883605,True,206.13872782094404,3.880533891962841,135488,95232,10177,0,206.13872782094404,3.880533891962841,135488,95232,10177,0
grid_sample,triton,0,optimization,0,seed,0.028320000506937504,report/agent-tritonbench/expanded/programs/grid_sample/triton/repeat-0/generation-1/candidate.py,0.0287279998883605,True,0,0,0,0,0,0,206.13872782094404,3.880533891962841,135488,95232,10177,0
grid_sample,triton,0,optimization,1,submission,0.028320000506937504,report/agent-tritonbench/expanded/programs/grid_sample/triton/repeat-0/generation-1/candidate.py,0.0287279998883605,True,176.06724221399054,3.9280871911905706,223651,169216,8129,0,382.2059700349346,7.808621083153412,359139,264448,18306,0
grid_sample,triton,0,optimization,2,submission,0.028320000506937504,report/agent-tritonbench/expanded/programs/grid_sample/triton/repeat-0/generation-1/candidate.py,0.0287279998883605,True,462.1446147051174,7.906480544246733,417780,318464,22763,0,668.2833425260615,11.787014436209574,553268,413696,32940,0
grid_sample,triton,0,optimization,3,submission,0.028320000506937504,report/agent-tritonbench/expanded/programs/grid_sample/triton/repeat-0/generation-1/candidate.py,0.0287279998883605,True,675.1969195450656,11.486199154052883,667696,533760,32830,0,881.3356473660097,15.366733046015725,803184,628992,43007,0
grid_sample,triton,0,optimization,4,submission,0.028320000506937504,report/agent-tritonbench/expanded/programs/grid_sample/triton/repeat-0/generation-1/candidate.py,0.0287279998883605,True,915.2667126820888,16.67323700315319,912622,748032,44798,0,1121.4054405030329,20.55377089511603,1048110,843264,54975,0
grid_sample,triton,0,optimization,5,submission,0.028320000506937504,report/agent-tritonbench/expanded/programs/grid_sample/triton/repeat-0/generation-1/candidate.py,0.0287279998883605,True,1056.3174671442248,18.443690900225192,1069145,873728,51159,0,1262.4561949651688,22.324224792188033,1204633,968960,61336,0
grid_sample,intent,0,generation,1,submission,,,0.0287279998883605,False,213.1593814289663,2.6906665260903537,359801,288768,10433,0,213.1593814289663,2.6906665260903537,359801,288768,10433,0
grid_sample,intent,0,generation,2,submission,,,0.0287279998883605,False,384.21936310408637,8.67556902510114,700790,580608,18197,0,384.21936310408637,8.67556902510114,700790,580608,18197,0
grid_sample,intent,0,generation,3,submission,0.030479999259114265,report/agent-tritonbench/refined/programs/grid_sample/intent/repeat-0/generation-3/candidate.py,0.0287279998883605,False,574.2720468780026,18.50024723308161,1133076,971264,26919,0,574.2720468780026,18.50024723308161,1133076,971264,26919,0
grid_sample,intent,0,optimization,0,seed,0.030479999259114265,report/agent-tritonbench/refined/programs/grid_sample/intent/repeat-0/generation-3/candidate.py,0.0287279998883605,False,0,0,0,0,0,0,574.2720468780026,18.50024723308161,1133076,971264,26919,0
grid_sample,intent,0,optimization,1,submission,0.030479999259114265,report/agent-tritonbench/refined/programs/grid_sample/intent/repeat-0/generation-3/candidate.py,0.0287279998883605,False,266.1046377380844,2.6311662329826504,379545,329728,13312,0,840.376684616087,21.13141346606426,1512621,1300992,40231,0
grid_sample,intent,0,optimization,2,submission,0.030479999259114265,report/agent-tritonbench/refined/programs/grid_sample/intent/repeat-0/generation-3/candidate.py,0.0287279998883605,False,467.1640641451813,4.9547128630802035,580378,499968,22626,0,1041.436111023184,23.454960096161813,1713454,1471232,49545,0
grid_sample,intent,0,optimization,3,submission,0.030479999259114265,report/agent-tritonbench/refined/programs/grid_sample/intent/repeat-0/generation-3/candidate.py,0.0287279998883605,False,629.2102803862654,7.691678428091109,729186,623616,30331,0,1203.482327264268,26.191925661172718,1862262,1594880,57250,0
grid_sample,intent,0,optimization,4,submission,0.02844800055027008,report/agent-tritonbench/refined/programs/grid_sample/intent/repeat-0/optimization-4/candidate.py,0.0287279998883605,True,891.2883529511746,12.322816668078303,937390,774656,43498,0,1465.5603998291772,30.823063901159912,2070466,1745920,70417,0
grid_sample,intent,0,optimization,5,submission,0.028336000628769398,report/agent-tritonbench/refined/programs/grid_sample/intent/repeat-0/optimization-5/candidate.py,0.0287279998883605,True,1025.3273389111273,16.35638007405214,1192752,1003008,50118,0,1599.5993857891299,34.85662730713375,2325828,1974272,77037,0
fused_gather_masked_fill,triton,0,generation,1,submission,0.028384000062942505,report/agent-tritonbench/expanded/programs/fused_gather_masked_fill/triton/repeat-0/generation-1/candidate.py,0.026311999652534723,False,116.03962710709311,11.17299443599768,166537,143872,5783,0,116.03962710709311,11.17299443599768,166537,143872,5783,0
fused_gather_masked_fill,triton,0,optimization,0,seed,0.028384000062942505,report/agent-tritonbench/expanded/programs/fused_gather_masked_fill/triton/repeat-0/generation-1/candidate.py,0.026311999652534723,False,0,0,0,0,0,0,116.03962710709311,11.17299443599768,166537,143872,5783,0
fused_gather_masked_fill,triton,0,optimization,1,submission,0.017463999800384045,report/agent-tritonbench/refined/programs/fused_gather_masked_fill/triton/repeat-0/optimization-1/candidate.py,0.026311999652534723,True,160.04215168301016,3.878876290982589,112392,93184,7775,0,276.0817787901033,15.051870726980269,278929,237056,13558,0
fused_gather_masked_fill,triton,0,optimization,2,submission,0.017088000662624836,report/agent-tritonbench/refined/programs/fused_gather_masked_fill/triton/repeat-0/optimization-2/candidate.py,0.026311999652534723,True,258.0757844839245,7.001591686857864,190811,152832,12114,0,374.1154115910176,18.174586122855544,357348,296704,17897,0
fused_gather_masked_fill,triton,0,optimization,3,submission,0.017088000662624836,report/agent-tritonbench/refined/programs/fused_gather_masked_fill/triton/repeat-0/optimization-2/candidate.py,0.026311999652534723,True,442.1406986468937,10.926276793004945,324128,267264,20939,0,558.1803257539868,22.099271229002625,490665,411136,26722,0
fused_gather_masked_fill,triton,0,optimization,4,submission,0.017088000662624836,report/agent-tritonbench/refined/programs/fused_gather_masked_fill/triton/repeat-0/optimization-2/candidate.py,0.026311999652534723,True,643.1904444298707,14.201323058921844,545603,463104,30165,0,759.2300715369638,25.374317494919524,712140,606976,35948,0
fused_gather_masked_fill,triton,0,optimization,5,submission,0.017088000662624836,report/agent-tritonbench/refined/programs/fused_gather_masked_fill/triton/repeat-0/optimization-2/candidate.py,0.026311999652534723,True,791.2329689059407,17.224594271043316,684549,581632,37080,0,907.2725960130338,28.397588707040995,851086,725504,42863,0
fused_gather_masked_fill,intent,0,generation,1,submission,,,0.026311999652534723,False,113.02952629094943,1.8209715869743377,376251,322304,4689,0,113.02952629094943,1.8209715869743377,376251,322304,4689,0
fused_gather_masked_fill,intent,0,generation,2,submission,0.01809599995613098,report/agent-tritonbench/refined/programs/fused_gather_masked_fill/intent/repeat-0/generation-2/candidate.py,0.026311999652534723,True,220.05805244483054,198.6675650901161,789170,691456,8894,0,220.05805244483054,198.6675650901161,789170,691456,8894,0
fused_gather_masked_fill,intent,0,optimization,0,seed,0.01809599995613098,report/agent-tritonbench/refined/programs/fused_gather_masked_fill/intent/repeat-0/generation-2/candidate.py,0.026311999652534723,True,0,0,0,0,0,0,220.05805244483054,198.6675650901161,789170,691456,8894,0
fused_gather_masked_fill,intent,0,optimization,1,submission,0.01809599995613098,report/agent-tritonbench/refined/programs/fused_gather_masked_fill/intent/repeat-0/generation-2/candidate.py,0.026311999652534723,True,185.04647516808473,4.280916247982532,190316,165376,9061,0,405.10452761291526,202.94848133809865,979486,856832,17955,0
fused_gather_masked_fill,intent,0,optimization,2,submission,0.01809599995613098,report/agent-tritonbench/refined/programs/fused_gather_masked_fill/intent/repeat-0/generation-2/candidate.py,0.026311999652534723,True,365.0922174779698,7.958910709945485,369210,319488,17555,0,585.1502699228004,206.6264758000616,1158380,1010944,26449,0
fused_gather_masked_fill,intent,0,optimization,3,submission,0.01809599995613098,report/agent-tritonbench/refined/programs/fused_gather_masked_fill/intent/repeat-0/generation-2/candidate.py,0.026311999652534723,True,506.1283534441609,11.78509433590807,535299,460288,23926,0,726.1864058889914,210.45265942602418,1324469,1151744,32820,0
fused_gather_masked_fill,intent,0,optimization,4,submission,0.01809599995613098,report/agent-tritonbench/refined/programs/fused_gather_masked_fill/intent/repeat-0/generation-2/candidate.py,0.026311999652534723,True,738.185891160043,17.81810996797867,686277,587008,35654,0,958.2439436048735,216.48567505809478,1475447,1278464,44548,0
fused_gather_masked_fill,intent,0,optimization,5,submission,0.01809599995613098,report/agent-tritonbench/refined/programs/fused_gather_masked_fill/intent/repeat-0/generation-2/candidate.py,0.026311999652534723,True,848.224262499949,24.258948555914685,848620,724992,40368,0,1068.2823149447795,222.9265136460308,1637790,1416448,49262,0
fused_index_select_eq,triton,0,generation,1,submission,0.0038720000302419066,report/agent-tritonbench/expanded/programs/fused_index_select_eq/triton/repeat-0/generation-1/candidate.py,0.0058960000751540065,True,96.02736199600622,3.4770815540105104,94653,72704,4353,0,96.02736199600622,3.4770815540105104,94653,72704,4353,0
fused_index_select_eq,triton,0,optimization,0,seed,0.0038720000302419066,report/agent-tritonbench/expanded/programs/fused_index_select_eq/triton/repeat-0/generation-1/candidate.py,0.0058960000751540065,True,0,0,0,0,0,0,96.02736199600622,3.4770815540105104,94653,72704,4353,0
fused_index_select_eq,triton,0,optimization,1,submission,0.0038720000302419066,report/agent-tritonbench/expanded/programs/fused_index_select_eq/triton/repeat-0/generation-1/candidate.py,0.0058960000751540065,True,149.05198909901083,4.130872109904885,134382,114432,7017,0,245.07935109501705,7.607953663915396,229035,187136,11370,0
fused_index_select_eq,triton,0,optimization,2,submission,0.0038720000302419066,report/agent-tritonbench/expanded/programs/fused_index_select_eq/triton/repeat-0/generation-1/candidate.py,0.0058960000751540065,True,272.0890693028923,8.014857881935313,275631,232960,12596,0,368.11643129889853,11.491939435945824,370284,305664,16949,0
fused_index_select_eq,triton,0,optimization,3,submission,0.0038720000302419066,report/agent-tritonbench/expanded/programs/fused_index_select_eq/triton/repeat-0/generation-1/candidate.py,0.0058960000751540065,True,511.151197663974,13.049689516890794,423819,338432,24669,0,607.1785596599802,16.526771070901304,518472,411136,29022,0
fused_index_select_eq,triton,0,optimization,4,submission,0.0038720000302419066,report/agent-tritonbench/expanded/programs/fused_index_select_eq/triton/repeat-0/generation-1/candidate.py,0.0058960000751540065,True,637.1893336181529,16.726961094886065,575204,451840,30489,0,733.2166956141591,20.204042648896575,669857,524544,34842,0
fused_index_select_eq,triton,0,optimization,5,submission,0.0038720000302419066,report/agent-tritonbench/expanded/programs/fused_index_select_eq/triton/repeat-0/generation-1/candidate.py,0.0058960000751540065,True,841.2433952400461,20.606774028856307,806363,654848,40251,0,937.2707572360523,24.083855582866818,901016,727552,44604,0
fused_index_select_eq,intent,0,generation,1,submission,0.0038720000302419066,report/agent-tritonbench/refined/programs/fused_index_select_eq/intent/repeat-0/generation-1/candidate.py,0.0058960000751540065,True,92.07872303808108,5.1882837160956115,238026,204032,3808,0,92.07872303808108,5.1882837160956115,238026,204032,3808,0
fused_index_select_eq,intent,0,optimization,0,seed,0.0038720000302419066,report/agent-tritonbench/refined/programs/fused_index_select_eq/intent/repeat-0/generation-1/candidate.py,0.0058960000751540065,True,0,0,0,0,0,0,92.07872303808108,5.1882837160956115,238026,204032,3808,0
fused_index_select_eq,intent,0,optimization,1,submission,0.0038720000302419066,report/agent-tritonbench/refined/programs/fused_index_select_eq/intent/repeat-0/generation-1/candidate.py,0.0058960000751540065,True,401.11573549103923,3.9812491631601006,506336,453888,20372,0,493.1944585291203,9.169532879255712,744362,657920,24180,0
fused_index_select_eq,intent,0,optimization,2,submission,0.0038720000302419066,report/agent-tritonbench/refined/programs/fused_index_select_eq/intent/repeat-0/generation-1/candidate.py,0.0058960000751540065,True,580.1891836270224,8.560730614233762,662372,581632,28798,0,672.2679066651035,13.749014330329373,900398,785664,32606,0
fused_index_select_eq,intent,0,optimization,3,submission,0.0038720000302419066,report/agent-tritonbench/refined/programs/fused_index_select_eq/intent/repeat-0/generation-1/candidate.py,0.0058960000751540065,True,708.2307345650624,11.38552331738174,820648,697344,35192,0,800.3094576031435,16.57380703347735,1058674,901376,39000,0
fused_index_select_eq,intent,0,optimization,4,submission,0.0038720000302419066,report/agent-tritonbench/refined/programs/fused_index_select_eq/intent/repeat-0/generation-1/candidate.py,0.0058960000751540065,True,979.3111786299851,15.316629709443077,1135333,971776,48926,0,1071.3899016680662,20.50491342553869,1373359,1175808,52734,0
fused_index_select_eq,intent,0,optimization,5,submission,0.0038720000302419066,report/agent-tritonbench/refined/programs/fused_index_select_eq/intent/repeat-0/generation-1/candidate.py,0.0058960000751540065,True,1180.3879679860547,19.04473749641329,1315786,1121024,58109,0,1272.4666910241358,24.233021212508902,1553812,1325056,61917,0
